# Auto-generated by scripts/annotate_regions.py — DO NOT EDIT BY HAND.
# See src/data/syntactic_regions.py for the annotation scheme.
story	item_id	region	zone_start	zone_end	note
4	s4_ctrl_on_29	control	103	103	control NOUN `bluebird`
4	s4_ctrl_on_30	control	105	105	control NOUN `owl`
4	s4_ctrl_on_31	control	107	107	control NOUN `lark`
4	s4_ctrl_on_32	control	110	110	control NOUN `sparrow`
4	s4_ctrl_on_33	control	111	111	control NOUN `who`
4	s4_ctrl_di_0	control	7	7	control VERB `took`
4	s4_ctrl_di_1	control	14	14	control VERB `would`
4	s4_ctrl_di_2	control	15	15	control VERB `like`
4	s4_ctrl_di_3	control	24	24	control VERB `must`
4	s4_ctrl_di_4	control	25	25	control VERB `be`
4	s4_ctrl_di_5	control	26	26	control VERB `chosen`
4	s4_ctrl_di_6	control	34	34	control VERB `was`
4	s4_ctrl_di_7	control	35	35	control VERB `called`
4	s4_ctrl_di_8	control	39	39	control VERB `understood`
4	s4_ctrl_di_9	control	49	49	control VERB `would`
4	s4_ctrl_di_10	control	50	50	control VERB `be`
4	s4_ctrl_di_11	control	53	53	control VERB `come`
4	s4_ctrl_di_12	control	56	56	control VERB `came`
4	s4_ctrl_di_13	control	72	72	control VERB `arrived`
4	s4_ctrl_di_14	control	76	76	control VERB `was`
4	s4_ctrl_di_15	control	80	80	control VERB `was`
4	s4_ctrl_di_16	control	88	88	control VERB `was`
4	s4_ctrl_di_17	control	97	97	control VERB `came`
4	s4_ctrl_di_18	control	120	120	control VERB `be`
4	s4_ctrl_di_19	control	122	122	control VERB `were`
4	s4_ctrl_di_20	control	131	131	control VERB `was`
4	s4_ctrl_di_21	control	139	139	control VERB `annoyed`
4	s4_ctrl_di_22	control	143	143	control VERB `came`
4	s4_ctrl_di_23	control	146	146	control VERB `was`
4	s4_ctrl_di_24	control	159	159	control VERB `would`
4	s4_ctrl_di_25	control	160	160	control VERB `end`
4	s4_ctrl_di_26	control	162	162	control VERB `overturning`
4	s4_ctrl_di_27	control	172	172	control VERB `would`
4	s4_ctrl_di_28	control	173	173	control VERB `be`
4	s4_ctrl_di_29	control	184	184	control VERB `was`
4	s4_ctrl_di_30	control	186	186	control VERB `be`
4	s4_ctrl_di_31	control	187	187	control VERB `expected`
4	s4_ctrl_di_32	control	188	188	control VERB `given`
4	s4_ctrl_di_33	control	195	195	control VERB `have`
5	s5_relcl_47	onset	43	43	RC head `man`
5	s5_relcl_47	disambig	45	45	RC verb `had`
5	s5_relcl_105	onset	95	95	RC head `Correthers`
5	s5_relcl_105	disambig	97	97	RC verb `was`
5	s5_relcl_147	onset	132	132	RC head `way`
5	s5_relcl_147	disambig	134	134	RC verb `moved`
5	s5_relcl_208	onset	188	188	RC head `idea`
5	s5_relcl_208	disambig	190	190	RC verb `hit`
5	s5_relcl_256	onset	231	231	RC head `all`
5	s5_relcl_256	disambig	233	233	RC verb `talked`
5	s5_relcl_298	onset	267	267	RC head `matron`
5	s5_relcl_298	disambig	270	270	RC verb `feared`
5	s5_relcl_346	onset	312	312	RC head `something`
5	s5_relcl_346	disambig	315	315	RC verb `was`
5	s5_relcl_394	onset	349	349	RC head `bones`
5	s5_relcl_394	disambig	357	357	RC verb `seen`
5	s5_relcl_405	onset	363	363	RC head `machine`
5	s5_relcl_405	disambig	365	365	RC verb `had`
5	s5_relcl_411	onset	363	363	RC head `machine`
5	s5_relcl_411	disambig	371	371	RC verb `made`
5	s5_relcl_441	onset	395	395	RC head `man`
5	s5_relcl_441	disambig	400	400	RC verb `loved`
5	s5_relcl_481	onset	430	430	RC head `barbershop`
5	s5_relcl_481	disambig	433	433	RC verb `cut`
5	s5_relcl_521	onset	468	468	RC head `board`
5	s5_relcl_521	disambig	471	471	RC verb `placed`
5	s5_relcl_572	onset	510	510	RC head `barber`
5	s5_relcl_572	disambig	512	512	RC verb `was`
5	s5_relcl_617	onset	548	548	RC head `matron`
5	s5_relcl_617	disambig	552	552	RC verb `watching`
5	s5_relcl_647	onset	575	575	RC head `something`
5	s5_relcl_647	disambig	580	580	RC verb `caused`
5	s5_relcl_682	onset	607	607	RC head `chair`
5	s5_relcl_682	disambig	609	609	RC verb `squeaked`
5	s5_relcl_711	onset	634	634	RC head `man`
5	s5_relcl_711	disambig	637	637	RC verb `cutting`
5	s5_relcl_719	onset	642	642	RC head `thing`
5	s5_relcl_719	disambig	644	644	RC verb `knew`
5	s5_relcl_725	onset	646	646	RC head `man`
5	s5_relcl_725	disambig	649	649	RC verb `cutting`
5	s5_relcl_804	onset	712	712	RC head `cut`
5	s5_relcl_804	disambig	717	717	RC verb `given`
5	s5_relcl_918	onset	812	812	RC head `hair`
5	s5_relcl_918	disambig	815	815	RC verb `accumulated`
5	s5_relcl_1052	onset	929	929	RC head `something`
5	s5_relcl_1052	disambig	932	932	RC verb `been`
5	s5_relcl_1110	onset	983	983	RC head `hair`
5	s5_relcl_1110	disambig	985	985	RC verb `was`
5	s5_redrel_163	onset	144	144	RR head `boys`
5	s5_redrel_163	disambig	148	148	RR participle `called`
5	s5_redrel_755	onset	673	673	RR head `barber`
5	s5_redrel_755	disambig	674	674	RR participle `stopped`
5	s5_redrel_970	onset	860	860	RR head `barber`
5	s5_redrel_970	disambig	861	861	RR participle `upset`
5	s5_nps_126	onset	119	119	NP/S onset `it` under `told`
5	s5_nps_126	disambig	120	120	NP/S disambig `was`
5	s5_nps_174	onset	161	161	NP/S onset `they` under `told`
5	s5_nps_174	disambig	164	164	NP/S disambig `going`
5	s5_nps_339	onset	310	310	NP/S onset `idea` under `understood`
5	s5_nps_339	disambig	311	311	NP/S disambig `was`
5	s5_nps_538	onset	495	495	NP/S onset `I` under `said`
5	s5_nps_538	disambig	496	496	NP/S disambig `want`
5	s5_nps_583	onset	524	524	NP/S onset `he` under `said`
5	s5_nps_583	disambig	526	526	NP/S disambig `try`
5	s5_nps_728	onset	655	655	NP/S onset `he` under `told`
5	s5_nps_728	disambig	659	659	NP/S disambig `allowed`
5	s5_nps_770	onset	689	689	NP/S onset `he` under `tell`
5	s5_nps_770	disambig	690	690	NP/S disambig `wished`
5	s5_nps_855	onset	768	768	NP/S onset `I` under `told`
5	s5_nps_855	disambig	769	769	NP/S disambig `was`
5	s5_nps_893	onset	786	786	NP/S onset `I` under `said`
5	s5_nps_893	disambig	787	787	NP/S disambig `am`
5	s5_nps_974	onset	868	868	NP/S onset `You` under `said`
5	s5_nps_974	disambig	869	869	NP/S disambig `are`
5	s5_nps_1043	onset	927	927	NP/S onset `haircut` under `understood`
5	s5_nps_1043	disambig	928	928	NP/S disambig `was`
5	s5_nps_1136	onset	1010	1010	NP/S onset `Presley` under `know`
5	s5_nps_1136	disambig	1011	1011	NP/S disambig `has`
5	s5_ctrl_on_0	control	3	3	control NOUN `years`
5	s5_ctrl_on_1	control	5	5	control NOUN `I`
5	s5_ctrl_on_2	control	10	10	control NOUN `what`
5	s5_ctrl_on_3	control	11	11	control NOUN `it`
5	s5_ctrl_on_4	control	13	13	control NOUN `that`
5	s5_ctrl_on_5	control	15	15	control NOUN `Elvis`
5	s5_ctrl_on_6	control	16	16	control NOUN `Presley`
5	s5_ctrl_on_7	control	17	17	control NOUN `guy`
5	s5_ctrl_on_8	control	19	19	control NOUN `that`
5	s5_ctrl_on_9	control	21	21	control NOUN `rest`
5	s5_ctrl_on_10	control	23	23	control NOUN `us`
5	s5_ctrl_on_11	control	24	24	control NOUN `boys`
5	s5_ctrl_on_12	control	28	28	control NOUN `He`
5	s5_ctrl_on_13	control	36	36	control NOUN `rest`
5	s5_ctrl_on_14	control	38	38	control NOUN `us`
5	s5_ctrl_on_15	control	39	39	control NOUN `He`
5	s5_ctrl_on_16	control	44	44	control NOUN `who`
5	s5_ctrl_on_17	control	47	47	control NOUN `head`
5	s5_ctrl_on_18	control	49	49	control NOUN `arms`
5	s5_ctrl_on_19	control	52	52	control NOUN `legs`
5	s5_ctrl_on_20	control	53	53	control NOUN `It`
5	s5_ctrl_on_21	control	57	57	control NOUN `something`
5	s5_ctrl_on_22	control	61	61	control NOUN `he`
5	s5_ctrl_on_23	control	66	66	control NOUN `he`
5	s5_ctrl_on_24	control	70	70	control NOUN `girl`
5	s5_ctrl_on_25	control	73	73	control NOUN `orphanage`
5	s5_ctrl_on_26	control	76	76	control NOUN `his`
5	s5_ctrl_on_27	control	78	78	control NOUN `finger`
5	s5_ctrl_on_28	control	82	82	control NOUN `o'clock`
5	s5_ctrl_on_29	control	84	84	control NOUN `Saturday`
5	s5_ctrl_on_30	control	85	85	control NOUN `morning`
5	s5_ctrl_on_31	control	86	86	control NOUN `I`
5	s5_ctrl_on_32	control	90	90	control NOUN `solution`
5	s5_ctrl_on_33	control	94	94	control NOUN `Eugene`
5	s5_ctrl_on_34	control	96	96	control NOUN `who`
5	s5_ctrl_on_35	control	104	104	control NOUN `boys`
5	s5_ctrl_on_36	control	105	105	control NOUN `what`
5	s5_ctrl_on_37	control	106	106	control NOUN `it`
5	s5_ctrl_on_38	control	108	108	control NOUN `that`
5	s5_ctrl_di_0	control	6	6	control VERB `could`
5	s5_ctrl_di_1	control	8	8	control VERB `figure`
5	s5_ctrl_di_2	control	12	12	control VERB `was`
5	s5_ctrl_di_3	control	18	18	control VERB `had`
5	s5_ctrl_di_4	control	25	25	control VERB `did`
5	s5_ctrl_di_5	control	27	27	control VERB `have`
5	s5_ctrl_di_6	control	29	29	control VERB `seemed`
5	s5_ctrl_di_7	control	31	31	control VERB `be`
5	s5_ctrl_di_8	control	40	40	control VERB `was`
5	s5_ctrl_di_9	control	54	54	control VERB `must`
5	s5_ctrl_di_10	control	55	55	control VERB `have`
5	s5_ctrl_di_11	control	56	56	control VERB `been`
5	s5_ctrl_di_12	control	62	62	control VERB `had`
5	s5_ctrl_di_13	control	63	63	control VERB `hidden`
5	s5_ctrl_di_14	control	67	67	control VERB `had`
5	s5_ctrl_di_15	control	74	74	control VERB `wrapped`
5	s5_ctrl_di_16	control	87	87	control VERB `figured`
5	s5_ctrl_di_17	control	91	91	control VERB `was`
5	s5_ctrl_di_18	control	93	93	control VERB `ask`
5	s5_ctrl_di_19	control	107	107	control VERB `was`
5	s5_ctrl_di_20	control	109	109	control VERB `made`
5	s5_ctrl_di_21	control	116	116	control VERB `told`
5	s5_ctrl_di_22	control	158	158	control VERB `were`
5	s5_ctrl_di_23	control	159	159	control VERB `told`
5	s5_ctrl_di_24	control	162	162	control VERB `were`
5	s5_ctrl_di_25	control	170	170	control VERB `get`
5	s5_ctrl_di_26	control	182	182	control VERB `is`
5	s5_ctrl_di_27	control	185	185	control VERB `got`
5	s5_ctrl_di_28	control	201	201	control VERB `was`
5	s5_ctrl_di_29	control	209	209	control VERB `was`
5	s5_ctrl_di_30	control	210	210	control VERB `going`
5	s5_ctrl_di_31	control	212	212	control VERB `get`
5	s5_ctrl_di_32	control	214	214	control VERB `was`
5	s5_ctrl_di_33	control	215	215	control VERB `going`
5	s5_ctrl_di_34	control	217	217	control VERB `have`
5	s5_ctrl_di_35	control	230	230	control VERB `was`
5	s5_ctrl_di_36	control	239	239	control VERB `was`
5	s5_ctrl_di_37	control	240	240	control VERB `getting`
5	s5_ctrl_di_38	control	251	251	control VERB `were`
6	s6_relcl_99	onset	80	80	RC head `light`
6	s6_relcl_99	disambig	86	86	RC verb `contained`
6	s6_relcl_174	onset	147	147	RC head `Sticky`
6	s6_relcl_174	disambig	151	151	RC verb `mistake`
6	s6_relcl_367	onset	311	311	RC head `pieces`
6	s6_relcl_367	disambig	315	315	RC verb `were`
6	s6_relcl_405	onset	346	346	RC head `teacher`
6	s6_relcl_405	disambig	348	348	RC verb `was`
6	s6_relcl_416	onset	355	355	RC head `drawing`
6	s6_relcl_416	disambig	358	358	RC verb `made`
6	s6_relcl_532	onset	444	444	RC head `snail`
6	s6_relcl_532	disambig	448	448	RC verb `discovered`
6	s6_relcl_607	onset	511	511	RC head `tank`
6	s6_relcl_607	disambig	516	516	RC verb `cleared`
6	s6_relcl_722	onset	607	607	RC head `masses`
6	s6_relcl_722	disambig	611	611	RC verb `catch`
6	s6_relcl_883	onset	736	736	RC head `Abby`
6	s6_relcl_883	disambig	739	739	RC verb `breathing`
6	s6_relcl_920	onset	768	768	RC head `Mom`
6	s6_relcl_920	disambig	772	772	RC verb `strained`
6	s6_relcl_952	onset	799	799	RC head `pair`
6	s6_relcl_952	disambig	801	801	RC verb `have`
6	s6_relcl_1102	onset	920	920	RC head `speck`
6	s6_relcl_1102	disambig	926	926	RC verb `bobbing`
6	s6_relcl_1298	onset	1076	1076	RC head `time`
6	s6_relcl_1298	disambig	1078	1078	RC verb `did`
6	s6_redrel_1139	onset	948	948	RR head `Tucked`
6	s6_redrel_1139	disambig	956	956	RR participle `hidden`
6	s6_nps_36	onset	31	31	NP/S onset `he` under `said`
6	s6_nps_36	disambig	33	33	NP/S disambig `grow`
6	s6_nps_214	onset	188	188	NP/S onset `Sticky` under `found`
6	s6_nps_214	disambig	189	189	NP/S disambig `clinging`
6	s6_nps_258	onset	227	227	NP/S onset `answer` under `decided`
6	s6_nps_258	disambig	228	228	NP/S disambig `was`
6	s6_nps_270	onset	240	240	NP/S onset `she` under `told`
6	s6_nps_270	disambig	241	241	NP/S disambig `thought`
6	s6_nps_275	onset	242	242	NP/S onset `Sticky` under `thought`
6	s6_nps_275	disambig	244	244	NP/S disambig `grown`
6	s6_nps_677	onset	572	572	NP/S onset `He` under `said`
6	s6_nps_677	disambig	573	573	NP/S disambig `turn`
6	s6_nps_752	onset	630	630	NP/S onset `you` under `said`
6	s6_nps_752	disambig	629	629	NP/S disambig `have`
6	s6_nps_768	onset	647	647	NP/S onset `she` under `said`
6	s6_nps_768	disambig	648	648	NP/S disambig `was`
6	s6_nps_962	onset	792	792	NP/S onset `This` under `said`
6	s6_nps_962	disambig	793	793	NP/S disambig `is`
6	s6_nps_983	onset	828	828	NP/S onset `idea` under `believed`
6	s6_nps_983	disambig	831	831	NP/S disambig `succeed`
6	s6_nps_1013	onset	841	841	NP/S onset `I` under `remembered`
6	s6_nps_1013	disambig	842	842	NP/S disambig `got`
6	s6_nps_1079	onset	907	907	NP/S onset `she` under `thought`
6	s6_nps_1079	disambig	908	908	NP/S disambig `saw`
6	s6_nps_1165	onset	969	969	NP/S onset `I` under `said`
6	s6_nps_1165	disambig	972	972	NP/S disambig `count`
6	s6_nps_1175	onset	986	986	NP/S onset `snail` under `noticed`
6	s6_nps_1175	disambig	987	987	NP/S disambig `was`
6	s6_nps_1203	onset	1011	1011	NP/S onset `weed` under `suspect`
6	s6_nps_1203	disambig	1012	1012	NP/S disambig `is`
6	s6_nps_1213	onset	1005	1005	NP/S onset `I` under `think`
6	s6_nps_1213	disambig	1006	1006	NP/S disambig `beginning`
6	s6_ctrl_on_0	control	1	1	control NOUN `This`
6	s6_ctrl_on_1	control	4	4	control NOUN `story`
6	s6_ctrl_on_2	control	7	7	control NOUN `Mr.`
6	s6_ctrl_on_3	control	8	8	control NOUN `Sticky`
6	s6_ctrl_on_4	control	11	11	control NOUN `Abby`
6	s6_ctrl_on_5	control	12	12	control NOUN `fish`
6	s6_ctrl_on_6	control	13	13	control NOUN `tank`
6	s6_ctrl_on_7	control	14	14	control NOUN `He`
6	s6_ctrl_on_8	control	17	17	control NOUN `Abby`
6	s6_ctrl_on_9	control	18	18	control NOUN `mom`
6	s6_ctrl_on_10	control	21	21	control NOUN `she`
6	s6_ctrl_on_11	control	26	26	control NOUN `water`
6	s6_ctrl_on_12	control	27	27	control NOUN `snail`
6	s6_ctrl_on_13	control	28	28	control NOUN `Abby`
6	s6_ctrl_on_14	control	37	37	control NOUN `her`
6	s6_ctrl_on_15	control	38	38	control NOUN `pajama`
6	s6_ctrl_on_16	control	39	39	control NOUN `bottoms`
6	s6_ctrl_on_17	control	43	43	control NOUN `she`
6	s6_ctrl_on_18	control	46	46	control NOUN `bed`
6	s6_ctrl_on_19	control	48	48	control NOUN `they`
6	s6_ctrl_on_20	control	54	54	control NOUN `Abby`
6	s6_ctrl_on_21	control	55	55	control NOUN `mom`
6	s6_ctrl_on_22	control	60	60	control NOUN `crack`
6	s6_ctrl_on_23	control	62	62	control NOUN `dawn`
6	s6_ctrl_on_24	control	64	64	control NOUN `it`
6	s6_ctrl_on_25	control	66	66	control NOUN `Abby`
6	s6_ctrl_on_26	control	67	67	control NOUN `who`
6	s6_ctrl_on_27	control	71	71	control NOUN `bed`
6	s6_ctrl_on_28	control	75	75	control NOUN `morning`
6	s6_ctrl_on_29	control	82	82	control NOUN `her`
6	s6_ctrl_di_0	control	2	2	control VERB `is`
6	s6_ctrl_di_1	control	9	9	control VERB `got`
6	s6_ctrl_di_2	control	19	19	control VERB `said`
6	s6_ctrl_di_3	control	22	22	control VERB `peered`
6	s6_ctrl_di_4	control	29	29	control VERB `said`
6	s6_ctrl_di_5	control	32	32	control VERB `would`
6	s6_ctrl_di_6	control	36	36	control VERB `pulled`
6	s6_ctrl_di_7	control	44	44	control VERB `got`
6	s6_ctrl_di_8	control	49	49	control VERB `were`
6	s6_ctrl_di_9	control	51	51	control VERB `falling`
6	s6_ctrl_di_10	control	56	56	control VERB `got`
6	s6_ctrl_di_11	control	65	65	control VERB `was`
6	s6_ctrl_di_12	control	68	68	control VERB `jumped`
6	s6_ctrl_di_13	control	77	77	control VERB `switched`
6	s6_ctrl_di_14	control	92	92	control VERB `could`
6	s6_ctrl_di_15	control	93	93	control VERB `see`
6	s6_ctrl_di_16	control	104	104	control VERB `spotted`
6	s6_ctrl_di_17	control	107	107	control VERB `had`
6	s6_ctrl_di_18	control	108	108	control VERB `taken`
6	s6_ctrl_di_19	control	113	113	control VERB `find`
6	s6_ctrl_di_20	control	117	117	control VERB `was`
6	s6_ctrl_di_21	control	118	118	control VERB `clinging`
6	s6_ctrl_di_22	control	135	135	control VERB `encouraged`
6	s6_ctrl_di_23	control	139	139	control VERB `wrote`
6	s6_ctrl_di_24	control	150	150	control VERB `could`
6	s6_ctrl_di_25	control	158	158	control VERB `seemed`
6	s6_ctrl_di_26	control	171	171	control VERB `teased`
6	s6_ctrl_di_27	control	174	174	control VERB `was`
6	s6_ctrl_di_28	control	181	181	control VERB `turned`
6	s6_ctrl_di_29	control	186	186	control VERB `found`
7	s7_relcl_47	onset	40	40	RC head `more`
7	s7_relcl_47	disambig	44	44	RC verb `struggling`
7	s7_relcl_83	onset	73	73	RC head `Lucy`
7	s7_relcl_83	disambig	76	76	RC verb `started`
7	s7_relcl_122	onset	109	109	RC head `trace`
7	s7_relcl_122	disambig	113	113	RC verb `left`
7	s7_relcl_186	onset	156	156	RC head `sister`
7	s7_relcl_186	disambig	159	159	RC verb `sitting`
7	s7_relcl_250	onset	209	209	RC head `one`
7	s7_relcl_250	disambig	211	211	RC verb `buy`
7	s7_relcl_394	onset	332	332	RC head `person`
7	s7_relcl_394	disambig	335	335	RC verb `messaging`
7	s7_relcl_420	onset	357	357	RC head `school`
7	s7_relcl_420	disambig	359	359	RC verb `looked`
7	s7_relcl_449	onset	381	381	RC head `Jill`
7	s7_relcl_449	disambig	385	385	RC verb `want`
7	s7_relcl_518	onset	443	443	RC head `coat`
7	s7_relcl_518	disambig	447	447	RC verb `belonged`
7	s7_relcl_545	onset	468	468	RC head `hall`
7	s7_relcl_545	disambig	472	472	RC verb `was`
7	s7_relcl_739	onset	631	631	RC head `stage`
7	s7_relcl_739	disambig	635	635	RC verb `beckoning`
7	s7_relcl_776	onset	661	661	RC head `middle`
7	s7_relcl_776	disambig	667	667	RC verb `was`
7	s7_relcl_825	onset	707	707	RC head `Jill`
7	s7_relcl_825	disambig	712	712	RC verb `assured`
7	s7_relcl_911	onset	789	789	RC head `nerves`
7	s7_relcl_911	disambig	791	791	RC verb `threatened`
7	s7_relcl_924	onset	800	800	RC head `way`
7	s7_relcl_924	disambig	802	802	RC verb `made`
7	s7_relcl_945	onset	817	817	RC head `story`
7	s7_relcl_945	disambig	821	821	RC verb `going`
7	s7_relcl_967	onset	833	833	RC head `pain`
7	s7_relcl_967	disambig	841	841	RC verb `causing`
7	s7_relcl_989	onset	856	856	RC head `feeling`
7	s7_relcl_989	disambig	861	861	RC verb `latched`
7	s7_relcl_1063	onset	921	921	RC head `sense`
7	s7_relcl_1063	disambig	930	930	RC verb `felt`
7	s7_relcl_1078	onset	940	940	RC head `mother`
7	s7_relcl_1078	disambig	943	943	RC verb `cheering`
7	s7_relcl_1092	onset	952	952	RC head `Jill`
7	s7_relcl_1092	disambig	955	955	RC verb `beaming`
7	s7_relcl_1127	onset	985	985	RC head `time`
7	s7_relcl_1127	disambig	988	988	RC verb `bleeped`
7	s7_relcl_1138	onset	996	996	RC head `oblivion`
7	s7_relcl_1138	disambig	999	999	RC verb `belonged`
7	s7_redrel_752	onset	644	644	RR head `Lucy`
7	s7_redrel_752	disambig	645	645	RR participle `announced`
7	s7_nps_3	onset	7	7	NP/S onset `Josephs` under `said`
7	s7_nps_3	disambig	8	8	NP/S disambig `was`
7	s7_nps_12	onset	13	13	NP/S onset `she` under `said`
7	s7_nps_12	disambig	14	14	NP/S disambig `was`
7	s7_nps_57	onset	55	55	NP/S onset `Lucy` under `said`
7	s7_nps_57	disambig	58	58	NP/S disambig `show`
7	s7_nps_163	onset	145	145	NP/S onset `it` under `say`
7	s7_nps_163	disambig	146	146	NP/S disambig `was`
7	s7_nps_264	onset	226	226	NP/S onset `regret` under `admitted`
7	s7_nps_264	disambig	232	232	NP/S disambig `bugging`
7	s7_nps_304	onset	251	251	NP/S onset `I` under `said`
7	s7_nps_304	disambig	252	252	NP/S disambig `love`
7	s7_nps_331	onset	281	281	NP/S onset `it` under `know`
7	s7_nps_331	disambig	282	282	NP/S disambig `was`
7	s7_nps_346	onset	295	295	NP/S onset `they` under `know`
7	s7_nps_346	disambig	297	297	NP/S disambig `got`
7	s7_nps_434	onset	374	374	NP/S onset `shiver` under `felt`
7	s7_nps_434	disambig	375	375	NP/S disambig `run`
7	s7_nps_663	onset	573	573	NP/S onset `she` under `known`
7	s7_nps_663	disambig	574	574	NP/S disambig `was`
7	s7_nps_785	onset	677	677	NP/S onset `audience` under `heard`
7	s7_nps_785	disambig	678	678	NP/S disambig `applaud`
7	s7_nps_791	onset	683	683	NP/S onset `sense` under `feel`
7	s7_nps_791	disambig	686	686	NP/S disambig `emanate`
7	s7_nps_1102	onset	965	965	NP/S onset `she` under `knew`
7	s7_nps_1102	disambig	966	966	NP/S disambig `owed`
7	s7_ctrl_on_0	control	2	2	control NOUN `text`
7	s7_ctrl_on_1	control	3	3	control NOUN `message`
7	s7_ctrl_on_2	control	6	6	control NOUN `Lucy`
7	s7_ctrl_on_3	control	10	10	control NOUN `failure`
7	s7_ctrl_on_4	control	11	11	control NOUN `It`
7	s7_ctrl_on_5	control	18	18	control NOUN `style`
7	s7_ctrl_on_6	control	21	21	control NOUN `world`
7	s7_ctrl_on_7	control	23	23	control NOUN `her`
7	s7_ctrl_on_8	control	26	26	control NOUN `that`
7	s7_ctrl_on_9	control	28	28	control NOUN `what`
7	s7_ctrl_on_10	control	29	29	control NOUN `it`
7	s7_ctrl_on_11	control	32	32	control NOUN `Lucy`
7	s7_ctrl_on_12	control	33	33	control NOUN `It`
7	s7_ctrl_on_13	control	35	35	control NOUN `that`
7	s7_ctrl_on_14	control	39	39	control NOUN `lot`
7	s7_ctrl_on_15	control	41	41	control NOUN `that`
7	s7_ctrl_on_16	control	42	42	control NOUN `she`
7	s7_ctrl_on_17	control	49	49	control NOUN `text`
7	s7_ctrl_on_18	control	52	52	control NOUN `note`
7	s7_ctrl_on_19	control	62	62	control NOUN `party`
7	s7_ctrl_on_20	control	63	63	control NOUN `tonight`
7	s7_ctrl_on_21	control	65	65	control NOUN `it`
7	s7_ctrl_on_22	control	74	74	control NOUN `who`
7	s7_ctrl_on_23	control	79	79	control NOUN `messages`
7	s7_ctrl_on_24	control	82	82	control NOUN `weeks`
7	s7_ctrl_on_25	control	86	86	control NOUN `mobile`
7	s7_ctrl_on_26	control	87	87	control NOUN `screen`
7	s7_ctrl_on_27	control	91	91	control NOUN `message`
7	s7_ctrl_on_28	control	94	94	control NOUN `view`
7	s7_ctrl_on_29	control	95	95	control NOUN `She`
7	s7_ctrl_on_30	control	98	98	control NOUN `it`
7	s7_ctrl_on_31	control	104	104	control NOUN `her`
7	s7_ctrl_on_32	control	105	105	control NOUN `heart`
7	s7_ctrl_on_33	control	111	111	control NOUN `message`
7	s7_ctrl_on_34	control	116	116	control NOUN `that`
7	s7_ctrl_on_35	control	121	121	control NOUN `messages`
7	s7_ctrl_on_36	control	122	122	control NOUN `her`
7	s7_ctrl_di_0	control	4	4	control VERB `said`
7	s7_ctrl_di_1	control	12	12	control VERB `said`
7	s7_ctrl_di_2	control	16	16	control VERB `had`
7	s7_ctrl_di_3	control	22	22	control VERB `hated`
7	s7_ctrl_di_4	control	27	27	control VERB `was`
7	s7_ctrl_di_5	control	30	30	control VERB `said`
7	s7_ctrl_di_6	control	34	34	control VERB `said`
7	s7_ctrl_di_7	control	43	43	control VERB `was`
7	s7_ctrl_di_8	control	46	46	control VERB `understand`
7	s7_ctrl_di_9	control	53	53	control VERB `said`
7	s7_ctrl_di_10	control	66	66	control VERB `was`
7	s7_ctrl_di_11	control	67	67	control VERB `going`
7	s7_ctrl_di_12	control	69	69	control VERB `be`
7	s7_ctrl_di_13	control	75	75	control VERB `had`
7	s7_ctrl_di_14	control	77	77	control VERB `receiving`
7	s7_ctrl_di_15	control	84	84	control VERB `tapped`
7	s7_ctrl_di_16	control	89	89	control VERB `make`
7	s7_ctrl_di_17	control	92	92	control VERB `disappear`
7	s7_ctrl_di_18	control	97	97	control VERB `wished`
7	s7_ctrl_di_19	control	99	99	control VERB `was`
7	s7_ctrl_di_20	control	103	103	control VERB `tap`
7	s7_ctrl_di_21	control	107	107	control VERB `erase`
7	s7_ctrl_di_22	control	112	112	control VERB `had`
7	s7_ctrl_di_23	control	115	115	control VERB `Was`
7	s7_ctrl_di_24	control	124	124	control VERB `asked`
7	s7_ctrl_di_25	control	126	126	control VERB `was`
7	s7_ctrl_di_26	control	127	127	control VERB `driving`
7	s7_ctrl_di_27	control	131	131	control VERB `confirmed`
7	s7_ctrl_di_28	control	135	135	control VERB `was`
7	s7_ctrl_di_29	control	136	136	control VERB `founded`
7	s7_ctrl_di_30	control	139	139	control VERB `answered`
7	s7_ctrl_di_31	control	141	141	control VERB `'m`
7	s7_ctrl_di_32	control	144	144	control VERB `say`
7	s7_ctrl_di_33	control	147	147	control VERB `Have`
7	s7_ctrl_di_34	control	149	149	control VERB `reported`
7	s7_ctrl_di_35	control	152	152	control VERB `asked`
7	s7_ctrl_di_36	control	158	158	control VERB `was`
8	s8_relcl_22	onset	17	17	RC head `object`
8	s8_relcl_22	disambig	19	19	RC verb `crashed`
8	s8_relcl_70	onset	58	58	RC head `object`
8	s8_relcl_70	disambig	60	60	RC verb `crashed`
8	s8_relcl_90	onset	75	75	RC head `balloon`
8	s8_relcl_90	disambig	77	77	RC verb `belonged`
8	s8_relcl_183	onset	147	147	RC head `release`
8	s8_relcl_183	disambig	153	153	RC verb `issued`
8	s8_relcl_267	onset	218	218	RC head `debris`
8	s8_relcl_267	disambig	224	224	RC verb `confirmed`
8	s8_relcl_342	onset	284	284	RC head `accounts`
8	s8_relcl_342	disambig	288	288	RC verb `gave`
8	s8_relcl_374	onset	316	316	RC head `people`
8	s8_relcl_374	disambig	318	318	RC verb `had`
8	s8_relcl_416	onset	349	349	RC head `some`
8	s8_relcl_416	disambig	353	353	RC verb `leaked`
8	s8_relcl_550	onset	461	461	RC head `emerged`
8	s8_relcl_550	disambig	463	463	RC verb `was`
8	s8_relcl_579	onset	482	482	RC head `time`
